OS;Local;Descricao;Data Abertura;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Prioridade;Oficina;Tipo;MP;Status
OS93975;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/09/2022;14/09/2022;2;;;2,73;C;Elétrica;IR;MP - 148013;PEND
OS93976;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;22/09/2022;22/09/2022;2;;;2;C;Mecânica;IR;MP - 148017;PEND
OS93977;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/09/2022;06/09/2022;2;;;2;C;Elétrica;IR;MP - 147954;PEND
OS93978;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/09/2022;06/09/2022;2;;;2;C;Elétrica;IR;MP - 147987;PEND
OS93979;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/09/2022;14/09/2022;2;;;1,77;C;Elétrica;IR;MP - 147991;PEND
OS93980;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/10/2022;05/10/2022;2;;;2,73;A;Mecânica;IR;MP - 147953;PEND
OS93981;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/10/2022;13/10/2022;2;;;2,25;A;Automação;IR;MP - 147957;PEND
OS93982;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;20/10/2022;20/10/2022;2;;;2;A;Automação;IR;MP - 147960;PEND
OS93983;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/10/2022;21/10/2022;2;;;1,53;A;Elétrica;IR;MP - 147961;PEND
OS93984;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/10/2022;22/10/2022;2;;;2;A;Mecânica;IR;MP - 147962;PEND
OS93985;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;14/10/2022;14/10/2022;2;;;1,53;A;Elétrica;IR;MP - 147969;PEND
OS93986;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/10/2022;07/10/2022;2;;;2,73;A;Mecânica;IR;MP - 147977;PEND
OS93987;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/10/2022;14/10/2022;2;;;2,25;A;Elétrica;IR;MP - 147980;PEND
OS93988;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/10/2022;20/10/2022;2;;;2,25;A;Elétrica;IR;MP - 147982;PEND
OS93989;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/10/2022;04/10/2022;2;;;1,53;A;Mecânica;IR;MP - 147996;PEND
OS93990;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;12/10/2022;12/10/2022;2;;;2;A;Elétrica;IR;MP - 148000;PEND
OS93991;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/10/2022;04/10/2022;2;;;2,48;A;Mecânica;IR;MP - 148007;PEND
OS93992;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;22/10/2022;22/10/2022;2;;;2,73;A;Elétrica;IR;MP - 147984;PEND
OS93993;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;21/10/2022;21/10/2022;2;;;1,77;A;Elétrica;IR;MP - 148016;PEND
OS93994;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/10/2022;04/10/2022;2;;;2;B;Automação;IR;MP - 147952;PEND
OS93995;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/10/2022;07/10/2022;2;;;2,48;B;Mecânica;IR;MP - 147955;PEND
OS93996;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/10/2022;14/10/2022;2;;;2;B;Elétrica;IR;MP - 147958;PEND
OS93997;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/10/2022;05/10/2022;2;;;2,73;B;Elétrica;IR;MP - 147964;PEND
OS93998;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;07/10/2022;07/10/2022;2;;;1,77;B;Elétrica;IR;MP - 147966;PEND
OS93999;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;13/10/2022;13/10/2022;2;;;2;B;Elétrica;IR;MP - 147968;PEND
OS94000;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;15/10/2022;15/10/2022;2;;;2;B;Automação;IR;MP - 147970;PEND
OS94001;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/10/2022;13/10/2022;2;;;2,73;B;Mecânica;IR;MP - 147979;PEND
OS94002;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/10/2022;05/10/2022;2;;;2,48;B;Elétrica;IR;MP - 147986;PEND
OS94003;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/10/2022;07/10/2022;2;;;2,48;B;Elétrica;IR;MP - 147988;PEND
OS94004;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/10/2022;12/10/2022;2;;;2;B;Mecânica;IR;MP - 147989;PEND
OS94005;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/10/2022;22/10/2022;2;;;2;B;Mecânica;IR;MP - 147995;PEND
OS94006;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/10/2022;05/10/2022;2;;;2;B;Mecânica;IR;MP - 147997;PEND
OS94007;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;13/10/2022;13/10/2022;2;;;2,25;B;Mecânica;IR;MP - 148001;PEND
OS94008;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;14/10/2022;14/10/2022;2;;;1,53;B;Mecânica;IR;MP - 148002;PEND
OS94009;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;20/10/2022;20/10/2022;2;;;2;B;Mecânica;IR;MP - 148004;PEND
OS94010;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;22/10/2022;22/10/2022;2;;;1,77;B;Mecânica;IR;MP - 148006;PEND
OS94011;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/10/2022;06/10/2022;2;;;2;B;Mecânica;IR;MP - 148009;PEND
OS94012;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/10/2022;12/10/2022;2;;;2;B;Elétrica;IR;MP - 147956;PEND
OS94013;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;21/10/2022;21/10/2022;2;;;2;B;Elétrica;IR;MP - 147972;PEND
OS94014;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/10/2022;04/10/2022;2;;;2;B;Elétrica;IR;MP - 147974;PEND
OS94015;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;15/10/2022;15/10/2022;2;;;1,53;B;Elétrica;IR;MP - 148003;PEND
OS94016;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/10/2022;07/10/2022;2;;;2,25;B;Elétrica;IR;MP - 148010;PEND
OS94017;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/10/2022;15/10/2022;2;;;1,77;B;Elétrica;IR;MP - 148014;PEND
OS94018;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;20/10/2022;20/10/2022;2;;;2,25;B;Elétrica;IR;MP - 148015;PEND
OS94019;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/10/2022;15/10/2022;2;;;1,53;C;Elétrica;IR;MP - 147959;PEND
OS94020;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;04/10/2022;04/10/2022;2;;;1,77;C;Mecânica;IR;MP - 147963;PEND
OS94021;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/10/2022;06/10/2022;2;;;2;C;Mecânica;IR;MP - 147965;PEND
OS94022;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;12/10/2022;12/10/2022;2;;;2,25;C;Elétrica;IR;MP - 147967;PEND
OS94023;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;20/10/2022;20/10/2022;2;;;2;C;Elétrica;IR;MP - 147971;PEND
OS94024;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;22/10/2022;22/10/2022;2;;;2;C;Elétrica;IR;MP - 147973;PEND
OS94025;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/10/2022;05/10/2022;2;;;1,77;C;Mecânica;IR;MP - 147975;PEND
OS94026;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/10/2022;06/10/2022;2;;;2;C;Elétrica;IR;MP - 147976;PEND
OS94027;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/10/2022;12/10/2022;2;;;2;C;Mecânica;IR;MP - 147978;PEND
OS94028;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/10/2022;15/10/2022;2;;;2,48;C;Mecânica;IR;MP - 147981;PEND
OS94029;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;21/10/2022;21/10/2022;2;;;1,77;C;Mecânica;IR;MP - 147983;PEND
OS94030;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/10/2022;04/10/2022;2;;;2;C;Mecânica;IR;MP - 147985;PEND
OS94031;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/10/2022;13/10/2022;2;;;2,25;C;Elétrica;IR;MP - 147990;PEND
OS94032;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/10/2022;15/10/2022;2;;;2,25;C;Mecânica;IR;MP - 147992;PEND
OS94033;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;20/10/2022;20/10/2022;2;;;1,77;C;Automação;IR;MP - 147993;PEND
OS94034;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/10/2022;21/10/2022;2;;;1,53;C;Automação;IR;MP - 147994;PEND
OS94035;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/10/2022;06/10/2022;2;;;1,53;C;Mecânica;IR;MP - 147998;PEND
OS94036;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;07/10/2022;07/10/2022;2;;;2;C;Elétrica;IR;MP - 147999;PEND
OS94037;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;21/10/2022;21/10/2022;2;;;2,73;C;Elétrica;IR;MP - 148005;PEND
OS94038;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/10/2022;05/10/2022;2;;;2,25;C;Mecânica;IR;MP - 148008;PEND
OS94039;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/10/2022;12/10/2022;2;;;2;C;Elétrica;IR;MP - 148011;PEND
OS94040;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/10/2022;13/10/2022;2;;;1,53;C;Elétrica;IR;MP - 148012;PEND
OS94041;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/10/2022;14/10/2022;2;;;2,73;C;Elétrica;IR;MP - 148013;PEND
OS94042;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;22/10/2022;22/10/2022;2;;;2;C;Mecânica;IR;MP - 148017;PEND
OS94043;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/10/2022;06/10/2022;2;;;2;C;Elétrica;IR;MP - 147954;PEND
OS94044;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/10/2022;06/10/2022;2;;;2;C;Elétrica;IR;MP - 147987;PEND
OS94045;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/10/2022;14/10/2022;2;;;1,77;C;Elétrica;IR;MP - 147991;PEND
OS94046;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/11/2022;05/11/2022;2;;;2,73;A;Mecânica;IR;MP - 147953;PEND
OS94047;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/11/2022;13/11/2022;2;;;2,25;A;Automação;IR;MP - 147957;PEND
OS94048;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;20/11/2022;20/11/2022;2;;;2;A;Automação;IR;MP - 147960;PEND
OS94049;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/11/2022;21/11/2022;2;;;1,53;A;Elétrica;IR;MP - 147961;PEND
OS94050;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/11/2022;22/11/2022;2;;;2;A;Mecânica;IR;MP - 147962;PEND
OS94051;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;14/11/2022;14/11/2022;2;;;1,53;A;Elétrica;IR;MP - 147969;PEND
OS94052;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/11/2022;07/11/2022;2;;;2,73;A;Mecânica;IR;MP - 147977;PEND
OS94053;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/11/2022;14/11/2022;2;;;2,25;A;Elétrica;IR;MP - 147980;PEND
OS94054;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/11/2022;20/11/2022;2;;;2,25;A;Elétrica;IR;MP - 147982;PEND
OS94055;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/11/2022;04/11/2022;2;;;1,53;A;Mecânica;IR;MP - 147996;PEND
OS94056;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;12/11/2022;12/11/2022;2;;;2;A;Elétrica;IR;MP - 148000;PEND
OS94057;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/11/2022;04/11/2022;2;;;2,48;A;Mecânica;IR;MP - 148007;PEND
OS94058;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;22/11/2022;22/11/2022;2;;;2,73;A;Elétrica;IR;MP - 147984;PEND
OS94059;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;21/11/2022;21/11/2022;2;;;1,77;A;Elétrica;IR;MP - 148016;PEND
OS94060;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/11/2022;04/11/2022;2;;;2;B;Automação;IR;MP - 147952;PEND
OS94061;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/11/2022;07/11/2022;2;;;2,48;B;Mecânica;IR;MP - 147955;PEND
OS94062;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/11/2022;14/11/2022;2;;;2;B;Elétrica;IR;MP - 147958;PEND
OS94063;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/11/2022;05/11/2022;2;;;2,73;B;Elétrica;IR;MP - 147964;PEND
OS94064;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;07/11/2022;07/11/2022;2;;;1,77;B;Elétrica;IR;MP - 147966;PEND
OS94065;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;13/11/2022;13/11/2022;2;;;2;B;Elétrica;IR;MP - 147968;PEND
OS94066;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;15/11/2022;15/11/2022;2;;;2;B;Automação;IR;MP - 147970;PEND
OS94067;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/11/2022;13/11/2022;2;;;2,73;B;Mecânica;IR;MP - 147979;PEND
OS94068;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/11/2022;05/11/2022;2;;;2,48;B;Elétrica;IR;MP - 147986;PEND
OS94069;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/11/2022;07/11/2022;2;;;2,48;B;Elétrica;IR;MP - 147988;PEND
OS94070;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/11/2022;12/11/2022;2;;;2;B;Mecânica;IR;MP - 147989;PEND
OS94071;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/11/2022;22/11/2022;2;;;2;B;Mecânica;IR;MP - 147995;PEND
OS94072;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/11/2022;05/11/2022;2;;;2;B;Mecânica;IR;MP - 147997;PEND
OS94073;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;13/11/2022;13/11/2022;2;;;2,25;B;Mecânica;IR;MP - 148001;PEND
OS94074;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;14/11/2022;14/11/2022;2;;;1,53;B;Mecânica;IR;MP - 148002;PEND
OS94075;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;20/11/2022;20/11/2022;2;;;2;B;Mecânica;IR;MP - 148004;PEND
OS94076;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;22/11/2022;22/11/2022;2;;;1,77;B;Mecânica;IR;MP - 148006;PEND
OS94077;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/11/2022;06/11/2022;2;;;2;B;Mecânica;IR;MP - 148009;PEND
OS94078;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/11/2022;12/11/2022;2;;;2;B;Elétrica;IR;MP - 147956;PEND
OS94079;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;21/11/2022;21/11/2022;2;;;2;B;Elétrica;IR;MP - 147972;PEND
OS94080;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/11/2022;04/11/2022;2;;;2;B;Elétrica;IR;MP - 147974;PEND
OS94081;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;15/11/2022;15/11/2022;2;;;1,53;B;Elétrica;IR;MP - 148003;PEND
OS94082;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/11/2022;07/11/2022;2;;;2,25;B;Elétrica;IR;MP - 148010;PEND
OS94083;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/11/2022;15/11/2022;2;;;1,77;B;Elétrica;IR;MP - 148014;PEND
OS94084;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;20/11/2022;20/11/2022;2;;;2,25;B;Elétrica;IR;MP - 148015;PEND
OS94085;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/11/2022;15/11/2022;2;;;1,53;C;Elétrica;IR;MP - 147959;PEND
OS94086;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;04/11/2022;04/11/2022;2;;;1,77;C;Mecânica;IR;MP - 147963;PEND
OS94087;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/11/2022;06/11/2022;2;;;2;C;Mecânica;IR;MP - 147965;PEND
OS94088;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;12/11/2022;12/11/2022;2;;;2,25;C;Elétrica;IR;MP - 147967;PEND
OS94089;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;20/11/2022;20/11/2022;2;;;2;C;Elétrica;IR;MP - 147971;PEND
OS94090;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;22/11/2022;22/11/2022;2;;;2;C;Elétrica;IR;MP - 147973;PEND
OS94091;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/11/2022;05/11/2022;2;;;1,77;C;Mecânica;IR;MP - 147975;PEND
OS94092;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/11/2022;06/11/2022;2;;;2;C;Elétrica;IR;MP - 147976;PEND
OS94093;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/11/2022;12/11/2022;2;;;2;C;Mecânica;IR;MP - 147978;PEND
OS94094;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/11/2022;15/11/2022;2;;;2,48;C;Mecânica;IR;MP - 147981;PEND
OS94095;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;21/11/2022;21/11/2022;2;;;1,77;C;Mecânica;IR;MP - 147983;PEND
OS94096;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/11/2022;04/11/2022;2;;;2;C;Mecânica;IR;MP - 147985;PEND
OS94097;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/11/2022;13/11/2022;2;;;2,25;C;Elétrica;IR;MP - 147990;PEND
OS94098;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/11/2022;15/11/2022;2;;;2,25;C;Mecânica;IR;MP - 147992;PEND
OS94099;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;20/11/2022;20/11/2022;2;;;1,77;C;Automação;IR;MP - 147993;PEND
OS94100;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/11/2022;21/11/2022;2;;;1,53;C;Automação;IR;MP - 147994;PEND
OS94101;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/11/2022;06/11/2022;2;;;1,53;C;Mecânica;IR;MP - 147998;PEND
OS94102;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;07/11/2022;07/11/2022;2;;;2;C;Elétrica;IR;MP - 147999;PEND
OS94103;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;21/11/2022;21/11/2022;2;;;2,73;C;Elétrica;IR;MP - 148005;PEND
OS94104;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/11/2022;05/11/2022;2;;;2,25;C;Mecânica;IR;MP - 148008;PEND
OS94105;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/11/2022;12/11/2022;2;;;2;C;Elétrica;IR;MP - 148011;PEND
OS94106;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/11/2022;13/11/2022;2;;;1,53;C;Elétrica;IR;MP - 148012;PEND
OS94107;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/11/2022;14/11/2022;2;;;2,73;C;Elétrica;IR;MP - 148013;PEND
OS94108;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;22/11/2022;22/11/2022;2;;;2;C;Mecânica;IR;MP - 148017;PEND
OS94109;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/11/2022;06/11/2022;2;;;2;C;Elétrica;IR;MP - 147954;PEND
OS94110;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/11/2022;06/11/2022;2;;;2;C;Elétrica;IR;MP - 147987;PEND
OS94111;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/11/2022;14/11/2022;2;;;1,77;C;Elétrica;IR;MP - 147991;PEND
OS94112;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/12/2022;05/12/2022;2;;;2,73;A;Mecânica;IR;MP - 147953;PEND
OS94113;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/12/2022;13/12/2022;2;;;2,25;A;Automação;IR;MP - 147957;PEND
OS94114;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;20/12/2022;20/12/2022;2;;;2;A;Automação;IR;MP - 147960;PEND
OS94115;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/12/2022;21/12/2022;2;;;1,53;A;Elétrica;IR;MP - 147961;PEND
OS94116;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/12/2022;22/12/2022;2;;;2;A;Mecânica;IR;MP - 147962;PEND
OS94117;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;14/12/2022;14/12/2022;2;;;1,53;A;Elétrica;IR;MP - 147969;PEND
OS94118;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/12/2022;07/12/2022;2;;;2,73;A;Mecânica;IR;MP - 147977;PEND
OS94119;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/12/2022;14/12/2022;2;;;2,25;A;Elétrica;IR;MP - 147980;PEND
OS94120;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/12/2022;20/12/2022;2;;;2,25;A;Elétrica;IR;MP - 147982;PEND
OS94121;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/12/2022;04/12/2022;2;;;1,53;A;Mecânica;IR;MP - 147996;PEND
OS94122;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;12/12/2022;12/12/2022;2;;;2;A;Elétrica;IR;MP - 148000;PEND
OS94123;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/12/2022;04/12/2022;2;;;2,48;A;Mecânica;IR;MP - 148007;PEND
OS94124;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;22/12/2022;22/12/2022;2;;;2,73;A;Elétrica;IR;MP - 147984;PEND
OS94125;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;21/12/2022;21/12/2022;2;;;1,77;A;Elétrica;IR;MP - 148016;PEND
